IWN,NWN
653,0.60030628
499,0.60521042
653,0.60030628
538,0.6319703
653,0.6003063
543,0.626151
598,0.5919732
571,0.6042032
598,0.5802676
571,0.5674256
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
653,0.6003063
