IWN,NWN
460,0.97826087
306,0.96732026
460,0.9782609
345,0.9797101
460,0.9782609
350,0.9914286
460,0.9782609
460,0.9782609
460,0.9782609
460,0.9782609
379,0.9736148
460,0.9782609
460,0.9736148
460,0.9782609
460,0.9782609
460,0.9782609
460,0.9782609
460,0.9782609
460,0.9782609
460,0.9782609
