IWN,NWN
890,0.48988764
777,0.54954955
884,0.47171946
816,0.48529412
893,0.49832027
821,0.52375152
876,0.48515982
849,0.4770318
876,0.46803653
849,0.5041225
850,0.49764706
860,0.49883721
931,0.49516649
931,0.49516649
931,0.49516649
931,0.49516649
931,0.49516649
931,0.49516649
931,0.49516649
931,0.49516649
